glyph,unicode,sjeng,xu,hey,tonk,dew,polyhedron中古全拼,fanqie
畿,U+757F,群,開,微,三,平,gioi,渠希
㙨,U+3668,群,開,微,三,平,gioi,渠希
崎,U+5D0E,群,開,微,三,平,gioi,渠希
碕,U+7895,群,開,微,三,平,gioi,渠希
圻,U+573B,群,開,微,三,平,gioi,渠希
刏,U+520F,群,開,微,三,平,gioi,渠希
𧰙,U+27C19,群,開,微,三,平,gioi,渠希
𦠄,U+26804,群,開,微,三,平,gioi,渠希
俟,U+4FDF,群,開,微,三,平,gioi,渠希
幾,U+5E7E,群,開,微,三,平,gioi,渠希
蚚,U+869A,群,開,微,三,平,gioi,渠希
玂,U+7382,群,開,微,三,平,gioi,渠希
蟣,U+87E3,群,開,微,三,平,gioi,渠希
岓,U+5C93,群,開,微,三,平,gioi,渠希
𪙧,U+2A667,群,開,微,三,平,gioi,渠希
機,U+6A5F,見,開,微,三,平,kioi,居依
譏,U+8B4F,見,開,微,三,平,kioi,居依
蘄,U+8604,見,開,微,三,平,kioi,居依
嘰,U+5630,見,開,微,三,平,kioi,居依
𦺬,U+26EAC,見,開,微,三,平,kioi,居依
磯,U+78EF,見,開,微,三,平,kioi,居依
鞿,U+97BF,見,開,微,三,平,kioi,居依
饑,U+9951,見,開,微,三,平,kioi,居依
禨,U+79A8,見,開,微,三,平,kioi,居依
幾,U+5E7E,見,開,微,三,平,kioi,居依
䟇,U+47C7,見,開,微,三,平,kioi,居依
鐖,U+9416,見,開,微,三,平,kioi,居依
僟,U+50DF,見,開,微,三,平,kioi,居依
璣,U+74A3,見,開,微,三,平,kioi,居依
刏,U+520F,見,開,微,三,平,kioi,居依
𧗇,U+275C7,見,開,微,三,平,kioi,居依
希,U+5E0C,曉,開,微,三,平,hioi,香衣
晞,U+665E,曉,開,微,三,平,hioi,香衣
莃,U+8383,曉,開,微,三,平,hioi,香衣
鵗,U+9D57,曉,開,微,三,平,hioi,香衣
睎,U+774E,曉,開,微,三,平,hioi,香衣
稀,U+7A00,曉,開,微,三,平,hioi,香衣
豨,U+8C68,曉,開,微,三,平,hioi,香衣
𧻶,U+27EF6,曉,開,微,三,平,hioi,香衣
桸,U+6878,曉,開,微,三,平,hioi,香衣
悕,U+6095,曉,開,微,三,平,hioi,香衣
俙,U+4FD9,曉,開,微,三,平,hioi,香衣
欷,U+6B37,曉,開,微,三,平,hioi,香衣
依,U+4F9D,影,開,微,三,平,qioi,於希
郼,U+90FC,影,開,微,三,平,qioi,於希
衣,U+8863,影,開,微,三,平,qioi,於希
繶,U+7E76,影,開,微,三,平,qioi,於希
㛄,U+36C4,影,開,微,三,平,qioi,於希
㐆,U+3406,影,開,微,三,平,qioi,於希
䧇,U+49C7,影,開,微,三,平,qioi,於希
㥋,U+394B,影,開,微,三,平,qioi,於希
沂,U+6C82,疑,開,微,三,平,ngioi,魚衣
溰,U+6EB0,疑,開,微,三,平,ngioi,魚衣
巍,U+5DCD,疑,合,微,三,平,ngyoi,語韋
犩,U+72A9,疑,合,微,三,平,ngyoi,語韋
歸,U+6B78,見,合,微,三,平,kyoi,舉韋
㱕,U+3C55,見,合,微,三,平,kyoi,舉韋
騩,U+9A29,見,合,微,三,平,kyoi,舉韋
蘬,U+862C,溪,合,微,三,平,khyoi,丘韋
𧢦,U+278A6,溪,合,微,三,平,khyoi,丘韋
魚,U+9B5A,疑,開,魚,三,平,ngio,語居
𩺰,U+29EB0,疑,開,魚,三,平,ngio,語居
漁,U+6F01,疑,開,魚,三,平,ngio,語居
𩼪,U+29F2A,疑,開,魚,三,平,ngio,語居
䰻,U+4C3B,疑,開,魚,三,平,ngio,語居
䱷,U+4C77,疑,開,魚,三,平,ngio,語居
齬,U+9F6C,疑,開,魚,三,平,ngio,語居
鋙,U+92D9,疑,開,魚,三,平,ngio,語居
䁩,U+4069,疑,開,魚,三,平,ngio,語居
衙,U+8859,疑,開,魚,三,平,ngio,語居
初,U+521D,初,開,魚,三,平,chrio,楚居
𠿝,U+20FDD,初,開,魚,三,平,chrio,楚居
書,U+66F8,書,開,魚,三,平,sjo,傷魚
鵨,U+9D68,書,開,魚,三,平,sjo,傷魚
瑹,U+7479,書,開,魚,三,平,sjo,傷魚
舒,U+8212,書,開,魚,三,平,sjo,傷魚
𦺗,U+26E97,書,開,魚,三,平,sjo,傷魚
紓,U+7D13,書,開,魚,三,平,sjo,傷魚
𨛭,U+286ED,書,開,魚,三,平,sjo,傷魚
居,U+5C45,見,開,魚,三,平,kio,九魚
𡨢,U+21A22,見,開,魚,三,平,kio,九魚
据,U+636E,見,開,魚,三,平,kio,九魚
裾,U+88FE,見,開,魚,三,平,kio,九魚
琚,U+741A,見,開,魚,三,平,kio,九魚
䝻,U+477B,見,開,魚,三,平,kio,九魚
鶋,U+9D8B,見,開,魚,三,平,kio,九魚
車,U+8ECA,見,開,魚,三,平,kio,九魚
蜛,U+871B,見,開,魚,三,平,kio,九魚
崌,U+5D0C,見,開,魚,三,平,kio,九魚
椐,U+6910,見,開,魚,三,平,kio,九魚
涺,U+6DBA,見,開,魚,三,平,kio,九魚
𦱅,U+26C45,見,開,魚,三,平,kio,九魚
腒,U+8152,見,開,魚,三,平,kio,九魚
渠,U+6E20,群,開,魚,三,平,gio,強魚
𨎶,U+283B6,群,開,魚,三,平,gio,強魚
𦄽,U+2613D,群,開,魚,三,平,gio,強魚
璩,U+74A9,群,開,魚,三,平,gio,強魚
磲,U+78F2,群,開,魚,三,平,gio,強魚
蕖,U+8556,群,開,魚,三,平,gio,強魚
籧,U+7C67,群,開,魚,三,平,gio,強魚
𥴧,U+25D27,群,開,魚,三,平,gio,強魚
淭,U+6DED,群,開,魚,三,平,gio,強魚
醵,U+91B5,群,開,魚,三,平,gio,強魚
腒,U+8152,群,開,魚,三,平,gio,強魚
𪆫,U+2A1AB,群,開,魚,三,平,gio,強魚
螶,U+87B6,群,開,魚,三,平,gio,強魚
蟝,U+87DD,群,開,魚,三,平,gio,強魚
䝣,U+4763,群,開,魚,三,平,gio,強魚
豦,U+8C66,群,開,魚,三,平,gio,強魚
蘧,U+8627,群,開,魚,三,平,gio,強魚
鐻,U+943B,群,開,魚,三,平,gio,強魚
璖,U+7496,群,開,魚,三,平,gio,強魚
𨞙,U+28799,群,開,魚,三,平,gio,強魚
㯫,U+3BEB,群,開,魚,三,平,gio,強魚
䟊,U+47CA,群,開,魚,三,平,gio,強魚
𦼫,U+26F2B,群,開,魚,三,平,gio,強魚
䆽,U+41BD,群,開,魚,三,平,gio,強魚
𧝔,U+27754,群,開,魚,三,平,gio,強魚
懅,U+61C5,群,開,魚,三,平,gio,強魚
余,U+4F59,以,開,魚,三,平,jo,以諸
蜍,U+870D,以,開,魚,三,平,jo,以諸
藇,U+85C7,以,開,魚,三,平,jo,以諸
㶛,U+3D9B,以,開,魚,三,平,jo,以諸
餘,U+9918,以,開,魚,三,平,jo,以諸
輿,U+8F3F,以,開,魚,三,平,jo,以諸
旟,U+65DF,以,開,魚,三,平,jo,以諸
鵌,U+9D4C,以,開,魚,三,平,jo,以諸
璵,U+74B5,以,開,魚,三,平,jo,以諸
艅,U+8245,以,開,魚,三,平,jo,以諸
畬,U+756C,以,開,魚,三,平,jo,以諸
𤰩,U+24C29,以,開,魚,三,平,jo,以諸
𤄕,U+24115,以,開,魚,三,平,jo,以諸
歟,U+6B5F,以,開,魚,三,平,jo,以諸
與,U+8207,以,開,魚,三,平,jo,以諸
譽,U+8B7D,以,開,魚,三,平,jo,以諸
嬩,U+5B29,以,開,魚,三,平,jo,以諸
舁,U+8201,以,開,魚,三,平,jo,以諸
擧,U+64E7,以,開,魚,三,平,jo,以諸
妤,U+59A4,以,開,魚,三,平,jo,以諸
伃,U+4F03,以,開,魚,三,平,jo,以諸
㦛,U+399B,以,開,魚,三,平,jo,以諸
𪋮,U+2A2EE,以,開,魚,三,平,jo,以諸
予,U+4E88,以,開,魚,三,平,jo,以諸
㺞,U+3E9E,以,開,魚,三,平,jo,以諸
𩦡,U+299A1,以,開,魚,三,平,jo,以諸
𧾚,U+27F9A,以,開,魚,三,平,jo,以諸
狳,U+72F3,以,開,魚,三,平,jo,以諸
鸒,U+9E12,以,開,魚,三,平,jo,以諸
雓,U+96D3,以,開,魚,三,平,jo,以諸
胥,U+80E5,心,開,魚,三,平,sio,相居
䱬,U+4C6C,心,開,魚,三,平,sio,相居
䈝,U+421D,心,開,魚,三,平,sio,相居
稰,U+7A30,心,開,魚,三,平,sio,相居
楈,U+6948,心,開,魚,三,平,sio,相居
藇,U+85C7,心,開,魚,三,平,sio,相居
諝,U+8ADD,心,開,魚,三,平,sio,相居
㥠,U+3960,心,開,魚,三,平,sio,相居
湑,U+6E51,心,開,魚,三,平,sio,相居
蝑,U+8751,心,開,魚,三,平,sio,相居
揟,U+63DF,心,開,魚,三,平,sio,相居
疽,U+75BD,清,開,魚,三,平,chio,七余
岨,U+5CA8,清,開,魚,三,平,chio,七余
砠,U+7820,清,開,魚,三,平,chio,七余
䢸,U+48B8,清,開,魚,三,平,chio,七余
趄,U+8D84,清,開,魚,三,平,chio,七余
苴,U+82F4,清,開,魚,三,平,chio,七余
沮,U+6CAE,清,開,魚,三,平,chio,七余
狙,U+72D9,清,開,魚,三,平,chio,七余
䏣,U+43E3,清,開,魚,三,平,chio,七余
蛆,U+86C6,清,開,魚,三,平,chio,七余
雎,U+96CE,清,開,魚,三,平,chio,七余
蒩,U+84A9,清,開,魚,三,平,chio,七余
𣻐,U+23ED0,清,開,魚,三,平,chio,七余
伹,U+4F39,清,開,魚,三,平,chio,七余
坥,U+5765,清,開,魚,三,平,chio,七余
𡳆,U+21CC6,清,開,魚,三,平,chio,七余
鉏,U+924F,崇,開,魚,三,平,zrio,士魚
鋤,U+92E4,崇,開,魚,三,平,zrio,士魚
耡,U+8021,崇,開,魚,三,平,zrio,士魚
豠,U+8C60,崇,開,魚,三,平,zrio,士魚
𧱑,U+27C51,崇,開,魚,三,平,zrio,士魚
𪆷,U+2A1B7,崇,開,魚,三,平,zrio,士魚
攄,U+6504,徹,開,魚,三,平,thrio,丑居
㯉,U+3BC9,徹,開,魚,三,平,thrio,丑居
筡,U+7B61,徹,開,魚,三,平,thrio,丑居
摴,U+6474,徹,開,魚,三,平,thrio,丑居
䟽,U+47FD,生,開,魚,三,平,srio,所葅
梳,U+68B3,生,開,魚,三,平,srio,所葅
綀,U+7D80,生,開,魚,三,平,srio,所葅
蔬,U+852C,生,開,魚,三,平,srio,所葅
踈,U+8E08,生,開,魚,三,平,srio,所葅
𥿇,U+25FC7,生,開,魚,三,平,srio,所葅
釃,U+91C3,生,開,魚,三,平,srio,所葅
𦌿,U+2633F,生,開,魚,三,平,srio,所葅
𤕟,U+2455F,生,開,魚,三,平,srio,所葅
㽰,U+3F70,生,開,魚,三,平,srio,所葅
疋,U+758B,生,開,魚,三,平,srio,所葅
虚,U+865A,曉,開,魚,三,平,hio,朽居
驉,U+9A49,曉,開,魚,三,平,hio,朽居
歔,U+6B54,曉,開,魚,三,平,hio,朽居
噓,U+5653,曉,開,魚,三,平,hio,朽居
魖,U+9B56,曉,開,魚,三,平,hio,朽居
𥛳,U+256F3,曉,開,魚,三,平,hio,朽居
徐,U+5F90,邪,開,魚,三,平,zsio,似魚
䣄,U+48C4,邪,開,魚,三,平,zsio,似魚
䍱,U+4371,邪,開,魚,三,平,zsio,似魚
俆,U+4FC6,邪,開,魚,三,平,zsio,似魚
於,U+65BC,影,開,魚,三,平,qio,央居
扵,U+6275,影,開,魚,三,平,qio,央居
箊,U+7B8A,影,開,魚,三,平,qio,央居
淤,U+6DE4,影,開,魚,三,平,qio,央居
唹,U+5539,影,開,魚,三,平,qio,央居
豬,U+8C6C,知,開,魚,三,平,trio,陟魚
䐗,U+4417,知,開,魚,三,平,trio,陟魚
猪,U+732A,知,開,魚,三,平,trio,陟魚
瀦,U+7026,知,開,魚,三,平,trio,陟魚
櫫,U+6AEB,知,開,魚,三,平,trio,陟魚
藸,U+85F8,知,開,魚,三,平,trio,陟魚
臚,U+81DA,來,開,魚,三,平,lio,力居
閭,U+95AD,來,開,魚,三,平,lio,力居
䰕,U+4C15,來,開,魚,三,平,lio,力居
廬,U+5EEC,來,開,魚,三,平,lio,力居
蘆,U+8606,來,開,魚,三,平,lio,力居
櫚,U+6ADA,來,開,魚,三,平,lio,力居
驢,U+9A62,來,開,魚,三,平,lio,力居
藘,U+85D8,來,開,魚,三,平,lio,力居
䕡,U+4561,來,開,魚,三,平,lio,力居
爈,U+7208,來,開,魚,三,平,lio,力居
𤁵,U+24075,來,開,魚,三,平,lio,力居
㠠,U+3820,來,開,魚,三,平,lio,力居
櫖,U+6AD6,來,開,魚,三,平,lio,力居
璷,U+74B7,來,開,魚,三,平,lio,力居
䮉,U+4B89,來,開,魚,三,平,lio,力居
𥶆,U+25D86,來,開,魚,三,平,lio,力居
𢣻,U+228FB,來,開,魚,三,平,lio,力居
諸,U+8AF8,章,開,魚,三,平,cjo,章魚
櫧,U+6AE7,章,開,魚,三,平,cjo,章魚
㶆,U+3D86,章,開,魚,三,平,cjo,章魚
藷,U+85F7,章,開,魚,三,平,cjo,章魚
𧄔,U+27114,章,開,魚,三,平,cjo,章魚
䃴,U+40F4,章,開,魚,三,平,cjo,章魚
蠩,U+8829,章,開,魚,三,平,cjo,章魚
除,U+9664,澄,開,魚,三,平,drio,直魚
躇,U+8E87,澄,開,魚,三,平,drio,直魚
儲,U+5132,澄,開,魚,三,平,drio,直魚
涂,U+6D82,澄,開,魚,三,平,drio,直魚
篨,U+7BE8,澄,開,魚,三,平,drio,直魚
𦿀,U+26FC0,澄,開,魚,三,平,drio,直魚
宁,U+5B81,澄,開,魚,三,平,drio,直魚
㾻,U+3FBB,澄,開,魚,三,平,drio,直魚
著,U+8457,澄,開,魚,三,平,drio,直魚
滁,U+6EC1,澄,開,魚,三,平,drio,直魚
蒢,U+84A2,澄,開,魚,三,平,drio,直魚
屠,U+5C60,澄,開,魚,三,平,drio,直魚
藸,U+85F8,澄,開,魚,三,平,drio,直魚
如,U+5982,日,開,魚,三,平,njo,人諸
蒘,U+8498,日,開,魚,三,平,njo,人諸
𨚴,U+286B4,日,開,魚,三,平,njo,人諸
洳,U+6D33,日,開,魚,三,平,njo,人諸
鴽,U+9D3D,日,開,魚,三,平,njo,人諸
𨾵,U+28FB5,日,開,魚,三,平,njo,人諸
𡫽,U+21AFD,日,開,魚,三,平,njo,人諸
茹,U+8339,日,開,魚,三,平,njo,人諸
且,U+4E14,精,開,魚,三,平,cio,子魚
蛆,U+86C6,精,開,魚,三,平,cio,子魚
苴,U+82F4,精,開,魚,三,平,cio,子魚
沮,U+6CAE,精,開,魚,三,平,cio,子魚
虚,U+865A,溪,開,魚,三,平,khio,去魚
墟,U+589F,溪,開,魚,三,平,khio,去魚
𥬔,U+25B14,溪,開,魚,三,平,khio,去魚
袪,U+88AA,溪,開,魚,三,平,khio,去魚
阹,U+9639,溪,開,魚,三,平,khio,去魚
椐,U+6910,溪,開,魚,三,平,khio,去魚
胠,U+80E0,溪,開,魚,三,平,khio,去魚
魼,U+9B7C,溪,開,魚,三,平,khio,去魚
㠊,U+380A,溪,開,魚,三,平,khio,去魚
𢴮,U+22D2E,溪,開,魚,三,平,khio,去魚
㭕,U+3B55,溪,開,魚,三,平,khio,去魚
䒧,U+44A7,溪,開,魚,三,平,khio,去魚
菹,U+83F9,莊,開,魚,三,平,crio,側魚
𧄗,U+27117,莊,開,魚,三,平,crio,側魚
䶥,U+4DA5,莊,開,魚,三,平,crio,側魚
沮,U+6CAE,莊,開,魚,三,平,crio,側魚
蜍,U+870D,常,開,魚,三,平,zjo,署魚
𧄔,U+27114,常,開,魚,三,平,zjo,署魚
袽,U+88BD,娘,開,魚,三,平,nrio,女余
帤,U+5E24,娘,開,魚,三,平,nrio,女余
𣭠,U+23B60,娘,開,魚,三,平,nrio,女余
蒘,U+8498,娘,開,魚,三,平,nrio,女余
𣖹,U+235B9,娘,開,魚,三,平,nrio,女余
挐,U+6310,娘,開,魚,三,平,nrio,女余
虞,U+865E,疑,合,虞,三,平,ngyo,虞俱
𩦢,U+299A2,疑,合,虞,三,平,ngyo,虞俱
愚,U+611A,疑,合,虞,三,平,ngyo,虞俱
娛,U+5A1B,疑,合,虞,三,平,ngyo,虞俱
湡,U+6E61,疑,合,虞,三,平,ngyo,虞俱
堣,U+5823,疑,合,虞,三,平,ngyo,虞俱
𪃍,U+2A0CD,疑,合,虞,三,平,ngyo,虞俱
嵎,U+5D4E,疑,合,虞,三,平,ngyo,虞俱
髃,U+9AC3,疑,合,虞,三,平,ngyo,虞俱
禺,U+79BA,疑,合,虞,三,平,ngyo,虞俱
隅,U+9685,疑,合,虞,三,平,ngyo,虞俱
䴁,U+4D01,疑,合,虞,三,平,ngyo,虞俱
鰅,U+9C05,疑,合,虞,三,平,ngyo,虞俱
鍝,U+935D,疑,合,虞,三,平,ngyo,虞俱
澞,U+6F9E,疑,合,虞,三,平,ngyo,虞俱
𧍪,U+2736A,疑,合,虞,三,平,ngyo,虞俱
㷒,U+3DD2,疑,合,虞,三,平,ngyo,虞俱
齵,U+9F75,疑,合,虞,三,平,ngyo,虞俱
鸆,U+9E06,疑,合,虞,三,平,ngyo,虞俱
𨜖,U+28716,疑,合,虞,三,平,ngyo,虞俱
芻,U+82BB,初,合,虞,三,平,chryo,測隅
犓,U+7293,初,合,虞,三,平,chryo,測隅
無,U+7121,明,合,虞,三,平,myo,武夫
毋,U+6BCB,明,合,虞,三,平,myo,武夫
瞴,U+77B4,明,合,虞,三,平,myo,武夫
膴,U+81B4,明,合,虞,三,平,myo,武夫
蕪,U+856A,明,合,虞,三,平,myo,武夫
誣,U+8AA3,明,合,虞,三,平,myo,武夫
巫,U+5DEB,明,合,虞,三,平,myo,武夫
莁,U+8381,明,合,虞,三,平,myo,武夫
璑,U+7491,明,合,虞,三,平,myo,武夫
𨼊,U+28F0A,明,合,虞,三,平,myo,武夫
䉑,U+4251,明,合,虞,三,平,myo,武夫
鷡,U+9DE1,明,合,虞,三,平,myo,武夫
𦌬,U+2632C,明,合,虞,三,平,myo,武夫
蝥,U+8765,明,合,虞,三,平,myo,武夫
𢜮,U+2272E,明,合,虞,三,平,myo,武夫
无,U+65E0,明,合,虞,三,平,myo,武夫
𢃀,U+220C0,明,合,虞,三,平,myo,武夫
譕,U+8B55,明,合,虞,三,平,myo,武夫
墲,U+58B2,明,合,虞,三,平,myo,武夫
鵐,U+9D50,明,合,虞,三,平,myo,武夫
憮,U+61AE,明,合,虞,三,平,myo,武夫
䍢,U+4362,明,合,虞,三,平,myo,武夫
于,U+4E8E,云,合,虞,三,平,yo,羽俱
迂,U+8FC2,云,合,虞,三,平,yo,羽俱
盂,U+76C2,云,合,虞,三,平,yo,羽俱
邘,U+9098,云,合,虞,三,平,yo,羽俱
雩,U+96E9,云,合,虞,三,平,yo,羽俱
𦏴,U+263F4,云,合,虞,三,平,yo,羽俱
竽,U+7AFD,云,合,虞,三,平,yo,羽俱
玗,U+7397,云,合,虞,三,平,yo,羽俱
芋,U+828B,云,合,虞,三,平,yo,羽俱
汙,U+6C59,云,合,虞,三,平,yo,羽俱
䣿,U+48FF,云,合,虞,三,平,yo,羽俱
杅,U+6745,云,合,虞,三,平,yo,羽俱
釪,U+91EA,云,合,虞,三,平,yo,羽俱
𧘘,U+27618,云,合,虞,三,平,yo,羽俱
骬,U+9AAC,云,合,虞,三,平,yo,羽俱
𠌶,U+20336,云,合,虞,三,平,yo,羽俱
謣,U+8B23,云,合,虞,三,平,yo,羽俱
䩒,U+4A52,云,合,虞,三,平,yo,羽俱
䢓,U+4893,云,合,虞,三,平,yo,羽俱
𦱃,U+26C43,云,合,虞,三,平,yo,羽俱
訏,U+8A0F,曉,合,虞,三,平,hyo,況于
吁,U+5401,曉,合,虞,三,平,hyo,況于
雩,U+96E9,曉,合,虞,三,平,hyo,況于
欨,U+6B28,曉,合,虞,三,平,hyo,況于
㽳,U+3F73,曉,合,虞,三,平,hyo,況于
盱,U+76F1,曉,合,虞,三,平,hyo,況于
𧙆,U+27646,曉,合,虞,三,平,hyo,況于
𥈈,U+25208,曉,合,虞,三,平,hyo,況于
姁,U+59C1,曉,合,虞,三,平,hyo,況于
𦀒,U+26012,曉,合,虞,三,平,hyo,況于
扜,U+625C,曉,合,虞,三,平,hyo,況于
𠌶,U+20336,曉,合,虞,三,平,hyo,況于
荂,U+8342,曉,合,虞,三,平,hyo,況于
𢖳,U+225B3,曉,合,虞,三,平,hyo,況于
䣿,U+48FF,曉,合,虞,三,平,hyo,況于
旴,U+65F4,曉,合,虞,三,平,hyo,況于
䩒,U+4A52,曉,合,虞,三,平,hyo,況于
㰭,U+3C2D,曉,合,虞,三,平,hyo,況于
虖,U+8656,曉,合,虞,三,平,hyo,況于
𥈸,U+25238,曉,合,虞,三,平,hyo,況于
衢,U+8862,群,合,虞,三,平,gyo,其俱
劬,U+52AC,群,合,虞,三,平,gyo,其俱
軥,U+8EE5,群,合,虞,三,平,gyo,其俱
氍,U+6C0D,群,合,虞,三,平,gyo,其俱
眗,U+7717,群,合,虞,三,平,gyo,其俱
䧁,U+49C1,群,合,虞,三,平,gyo,其俱
臞,U+81DE,群,合,虞,三,平,gyo,其俱
癯,U+766F,群,合,虞,三,平,gyo,其俱
鴝,U+9D1D,群,合,虞,三,平,gyo,其俱
鸜,U+9E1C,群,合,虞,三,平,gyo,其俱
灈,U+7048,群,合,虞,三,平,gyo,其俱
躣,U+8EA3,群,合,虞,三,平,gyo,其俱
忂,U+5FC2,群,合,虞,三,平,gyo,其俱
𩢳,U+298B3,群,合,虞,三,平,gyo,其俱
鼩,U+9F29,群,合,虞,三,平,gyo,其俱
蘧,U+8627,群,合,虞,三,平,gyo,其俱
斪,U+65AA,群,合,虞,三,平,gyo,其俱
句,U+53E5,群,合,虞,三,平,gyo,其俱
蠷,U+8837,群,合,虞,三,平,gyo,其俱
瞿,U+77BF,群,合,虞,三,平,gyo,其俱
欋,U+6B0B,群,合,虞,三,平,gyo,其俱
葋,U+844B,群,合,虞,三,平,gyo,其俱
翵,U+7FF5,群,合,虞,三,平,gyo,其俱
翑,U+7FD1,群,合,虞,三,平,gyo,其俱
蚼,U+86BC,群,合,虞,三,平,gyo,其俱
𪓞,U+2A4DE,群,合,虞,三,平,gyo,其俱
𧾱,U+27FB1,群,合,虞,三,平,gyo,其俱
䞤,U+47A4,群,合,虞,三,平,gyo,其俱
𠣪,U+208EA,群,合,虞,三,平,gyo,其俱
絇,U+7D47,群,合,虞,三,平,gyo,其俱
𡱺,U+21C7A,群,合,虞,三,平,gyo,其俱
𥃔,U+250D4,群,合,虞,三,平,gyo,其俱
𥗫,U+255EB,群,合,虞,三,平,gyo,其俱
戵,U+6235,群,合,虞,三,平,gyo,其俱
鑺,U+947A,群,合,虞,三,平,gyo,其俱
姁,U+59C1,群,合,虞,三,平,gyo,其俱
儒,U+5112,日,合,虞,三,平,njyo,人朱
獳,U+7373,日,合,虞,三,平,njyo,人朱
濡,U+6FE1,日,合,虞,三,平,njyo,人朱
襦,U+8966,日,合,虞,三,平,njyo,人朱
懦,U+61E6,日,合,虞,三,平,njyo,人朱
嚅,U+5685,日,合,虞,三,平,njyo,人朱
鱬,U+9C6C,日,合,虞,三,平,njyo,人朱
𪋯,U+2A2EF,日,合,虞,三,平,njyo,人朱
嬬,U+5B2C,日,合,虞,三,平,njyo,人朱
繻,U+7E7B,日,合,虞,三,平,njyo,人朱
顬,U+986C,日,合,虞,三,平,njyo,人朱
䞕,U+4795,日,合,虞,三,平,njyo,人朱
臑,U+81D1,日,合,虞,三,平,njyo,人朱
醹,U+91B9,日,合,虞,三,平,njyo,人朱
㼱,U+3F31,日,合,虞,三,平,njyo,人朱
䰰,U+4C30,日,合,虞,三,平,njyo,人朱
須,U+9808,心,合,虞,三,平,syo,相俞
鬚,U+9B1A,心,合,虞,三,平,syo,相俞
嬃,U+5B03,心,合,虞,三,平,syo,相俞
𩓣,U+294E3,心,合,虞,三,平,syo,相俞
𥪥,U+25AA5,心,合,虞,三,平,syo,相俞
繻,U+7E7B,心,合,虞,三,平,syo,相俞
𢄼,U+2213C,心,合,虞,三,平,syo,相俞
𪋯,U+2A2EF,心,合,虞,三,平,syo,相俞
需,U+9700,心,合,虞,三,平,syo,相俞
娶,U+5A36,心,合,虞,三,平,syo,相俞
緰,U+7DF0,心,合,虞,三,平,syo,相俞
蕦,U+8566,心,合,虞,三,平,syo,相俞
鑐,U+9450,心,合,虞,三,平,syo,相俞
隃,U+9683,心,合,虞,三,平,syo,相俞
株,U+682A,知,合,虞,三,平,tryo,陟輸
誅,U+8A85,知,合,虞,三,平,tryo,陟輸
邾,U+90BE,知,合,虞,三,平,tryo,陟輸
鼄,U+9F04,知,合,虞,三,平,tryo,陟輸
蛛,U+86DB,知,合,虞,三,平,tryo,陟輸
跦,U+8DE6,知,合,虞,三,平,tryo,陟輸
袾,U+88BE,知,合,虞,三,平,tryo,陟輸
列,U+5217,知,合,虞,三,平,tryo,陟輸
㦵,U+39B5,知,合,虞,三,平,tryo,陟輸
鴸,U+9D38,知,合,虞,三,平,tryo,陟輸
𪏿,U+2A3FF,知,合,虞,三,平,tryo,陟輸
貙,U+8C99,徹,合,虞,三,平,thryo,敕俱
𤠾,U+2483E,徹,合,虞,三,平,thryo,敕俱
殊,U+6B8A,常,合,虞,三,平,zjyo,市朱
銖,U+9296,常,合,虞,三,平,zjyo,市朱
洙,U+6D19,常,合,虞,三,平,zjyo,市朱
茱,U+8331,常,合,虞,三,平,zjyo,市朱
㼡,U+3F21,常,合,虞,三,平,zjyo,市朱
殳,U+6BB3,常,合,虞,三,平,zjyo,市朱
𢎦,U+223A6,常,合,虞,三,平,zjyo,市朱
㸡,U+3E21,常,合,虞,三,平,zjyo,市朱
𦤂,U+26902,常,合,虞,三,平,zjyo,市朱
陎,U+964E,常,合,虞,三,平,zjyo,市朱
𠘧,U+20627,常,合,虞,三,平,zjyo,市朱
杸,U+6778,常,合,虞,三,平,zjyo,市朱
逾,U+903E,以,合,虞,三,平,jyo,羊朱
踰,U+8E30,以,合,虞,三,平,jyo,羊朱
窬,U+7AAC,以,合,虞,三,平,jyo,羊朱
臾,U+81FE,以,合,虞,三,平,jyo,羊朱
楰,U+6970,以,合,虞,三,平,jyo,羊朱
腴,U+8174,以,合,虞,三,平,jyo,羊朱
諛,U+8ADB,以,合,虞,三,平,jyo,羊朱
隃,U+9683,以,合,虞,三,平,jyo,羊朱
鄃,U+9103,以,合,虞,三,平,jyo,羊朱
覦,U+89A6,以,合,虞,三,平,jyo,羊朱
𨵦,U+28D66,以,合,虞,三,平,jyo,羊朱
俞,U+4FDE,以,合,虞,三,平,jyo,羊朱
歈,U+6B48,以,合,虞,三,平,jyo,羊朱
愉,U+6109,以,合,虞,三,平,jyo,羊朱
𢋅,U+222C5,以,合,虞,三,平,jyo,羊朱
揄,U+63C4,以,合,虞,三,平,jyo,羊朱
褕,U+8915,以,合,虞,三,平,jyo,羊朱
瑜,U+745C,以,合,虞,三,平,jyo,羊朱
崳,U+5D33,以,合,虞,三,平,jyo,羊朱
㥚,U+395A,以,合,虞,三,平,jyo,羊朱
羭,U+7FAD,以,合,虞,三,平,jyo,羊朱
蝓,U+8753,以,合,虞,三,平,jyo,羊朱
榆,U+6986,以,合,虞,三,平,jyo,羊朱
萸,U+8438,以,合,虞,三,平,jyo,羊朱
堬,U+582C,以,合,虞,三,平,jyo,羊朱
牏,U+724F,以,合,虞,三,平,jyo,羊朱
渝,U+6E1D,以,合,虞,三,平,jyo,羊朱
媮,U+5AAE,以,合,虞,三,平,jyo,羊朱
𤜹,U+24739,以,合,虞,三,平,jyo,羊朱
